date,minTemp,maxTemp,precip
1960-03-05,272.85,274.95,5.20
1960-03-06,272.35,277.95,0.00
1960-03-07,270.75,277.95,0.00
1960-03-08,271.05,280.85,0.00
1960-03-09,271.65,284.75,0.00
1960-03-10,277.55,285.65,0.00
1960-03-11,275.55,284.75,1.80
1960-03-12,276.55,279.15,10.10
1960-03-13,274.65,285.65,0.00
1960-03-14,272.85,287.55,0.00
1960-03-15,275.55,287.55,0.70
1960-03-16,276.55,289.45,2.50
1960-03-17,272.85,281.25,12.40
1960-03-18,272.85,276.95,4.20
1960-03-19,271.95,276.95,0.40
1960-03-20,271.95,276.95,0.00
1960-03-21,272.45,282.85,0.00
1960-03-22,271.05,284.75,0.00
1960-03-23,271.05,287.55,0.00
1960-03-24,272.85,288.45,0.00
1960-03-25,278.55,287.55,0.00
1960-03-26,275.55,289.45,0.00
1960-03-27,278.45,290.35,0.00
1960-03-28,275.55,292.25,0.00
1960-03-29,277.55,291.35,0.00
1960-03-30,276.55,282.85,14.40
1960-03-31,276.55,284.75,0.60
1960-04-01,277.55,282.05,2.80
1960-04-02,277.55,285.65,0.00
1960-04-03,273.75,288.45,0.00
1960-04-04,275.55,282.85,1.80
1960-04-05,277.55,285.65,0.70
1960-04-06,273.75,290.35,0.00
1960-04-07,275.55,293.25,0.00
1960-04-08,277.55,294.15,0.00
1960-04-09,279.55,291.35,1.80
1960-04-10,280.45,289.45,0.00
1960-04-11,277.55,290.35,15.40
1960-04-12,274.65,283.75,3.60
1960-04-13,275.35,288.45,0.00
1960-04-14,275.55,291.35,2.00
1960-04-15,277.55,282.95,0.00
1960-04-16,276.55,282.85,6.20
1960-04-17,275.55,278.95,3.10
1960-04-18,275.55,285.65,0.00
1960-04-19,278.55,290.35,0.00
1960-04-20,276.55,290.35,1.50
1960-04-21,275.55,288.45,1.40
1960-04-22,280.65,284.75,0.00
1960-04-23,277.55,286.55,0.10
1960-04-24,277.55,285.65,4.10
1960-04-25,273.75,278.95,0.00
1960-04-26,272.85,275.95,3.20
1960-04-27,272.85,280.85,0.50
1960-04-28,273.75,281.85,0.00
1960-04-29,271.05,281.85,2.90
1960-04-30,273.75,279.95,1.20
1960-05-01,274.65,280.85,0.00
1960-05-02,274.65,283.75,0.00
1960-05-03,272.65,288.65,0.00
1960-05-04,275.55,290.35,2.50
1960-05-05,279.55,285.65,0.00
1960-05-06,278.55,286.55,0.00
1960-05-07,279.55,288.45,0.00
1960-05-08,278.55,289.45,0.00
1960-05-09,277.55,292.25,0.80
1960-05-10,281.45,286.55,1.30
1960-05-11,277.55,294.15,0.20
1960-05-12,279.55,297.05,2.00
1960-05-13,280.65,298.05,0.30
1960-05-14,281.65,297.05,4.50
1960-05-15,282.75,299.05,0.00
1960-05-16,284.75,299.05,2.50
1960-05-17,281.65,299.05,0.00
1960-05-18,282.75,297.05,0.00
1960-05-19,283.75,297.05,2.40
1960-05-20,282.75,291.35,1.80
1960-05-21,280.65,294.15,0.00
1960-05-22,280.05,287.55,22.40
1960-05-23,279.55,291.35,0.00
1960-05-24,280.65,295.15,5.40
1960-05-25,284.75,291.35,0.00
1960-05-26,278.55,292.25,0.00
1960-05-27,280.65,291.35,0.00
1960-05-28,279.55,291.35,0.00
1960-05-29,280.65,294.15,0.40
1960-05-30,283.75,293.25,0.00
1960-05-31,280.65,295.55,0.00
1960-06-01,281.55,297.65,0.80
1960-06-02,283.65,296.65,4.60
1960-06-03,281.55,297.65,2.50
1960-06-04,282.65,296.65,0.40
1960-06-05,282.65,297.65,0.00
1960-06-06,283.65,298.55,1.50
1960-06-07,283.65,294.85,3.50
1960-06-08,285.65,297.65,0.00
1960-06-09,285.65,295.75,1.00
1960-06-10,282.65,289.45,27.50
1960-06-11,282.65,291.25,0.00
1960-06-12,284.65,297.65,0.00
1960-06-13,283.65,299.55,0.10
1960-06-14,282.65,292.15,19.40
1960-06-15,282.65,286.75,2.00
1960-06-16,280.15,293.95,0.00
1960-06-17,281.55,296.65,0.00
1960-06-18,286.75,297.65,0.00
1960-06-19,285.65,300.45,13.70
1960-06-20,286.75,293.05,0.30
1960-06-21,283.65,291.45,0.00
1960-06-22,280.35,296.65,0.00
1960-06-23,283.65,299.75,0.00
1960-06-24,286.75,295.75,2.60
1960-06-25,287.75,296.65,0.10
1960-06-26,285.65,295.75,2.70
1960-06-27,285.65,288.55,6.80
1960-06-28,284.65,290.35,18.20
1960-06-29,281.55,287.65,2.40
1960-06-30,279.35,288.55,0.00
1960-07-01,279.35,291.25,0.00
1960-07-02,278.35,291.35,0.00
1960-07-03,280.35,293.95,0.90
1960-07-04,281.55,291.25,0.00
1960-07-05,280.35,293.95,0.20
1960-07-06,284.65,295.75,10.20
1960-07-07,286.35,290.35,4.10
1960-07-08,283.65,291.25,10.20
1960-07-09,282.65,288.55,0.90
1960-07-10,282.65,292.15,0.00
1960-07-11,283.65,297.65,19.90
1960-07-12,282.65,290.65,6.50
1960-07-13,281.55,293.05,0.00
1960-07-14,280.35,298.55,0.00
1960-07-15,286.75,293.05,21.60
1960-07-16,284.65,293.05,14.60
1960-07-17,283.65,295.75,0.00
1960-07-18,285.65,297.65,0.00
1960-07-19,285.65,298.55,0.00
1960-07-20,286.75,292.15,12.10
1960-07-21,284.45,287.65,2.30
1960-07-22,280.35,292.15,16.30
1960-07-23,281.05,285.85,14.00
1960-07-24,279.35,286.75,0.40
1960-07-25,280.35,289.45,1.10
1960-07-26,282.65,289.45,6.00
1960-07-27,284.65,288.55,1.40
1960-07-28,283.65,290.35,0.50
1960-07-29,284.65,296.65,0.00
1960-07-30,285.65,300.45,0.00
1960-07-31,287.75,299.55,0.00
1960-08-01,283.65,290.35,25.10
1960-08-02,283.65,291.25,9.00
1960-08-03,282.65,290.35,0.00
1960-08-04,280.35,294.85,0.40
1960-08-05,284.65,294.15,7.40
1960-08-06,284.25,289.45,3.00
1960-08-07,280.35,293.05,1.60
1960-08-08,284.35,288.55,20.90
1960-08-09,283.65,290.35,7.90
1960-08-10,284.65,293.95,0.00
1960-08-11,284.65,297.65,0.00
1960-08-12,282.65,292.15,21.90
1960-08-13,282.65,288.55,1.20
1960-08-14,280.35,288.55,5.40
1960-08-15,281.55,291.25,8.40
1960-08-16,280.35,293.05,0.00
1960-08-17,281.55,295.75,0.00
1960-08-18,288.75,299.55,10.00
1960-08-19,283.65,289.55,3.30
1960-08-20,282.65,292.55,0.80
1960-08-21,283.65,289.45,0.00
1960-08-22,281.55,297.65,0.00
1960-08-23,284.65,299.55,0.00
1960-08-24,287.75,298.55,0.00
1960-08-25,288.55,301.45,0.00
1960-08-26,288.75,302.45,0.00
1960-08-27,286.75,301.45,0.00
1960-08-28,287.75,299.55,0.00
1960-08-29,282.65,293.95,0.90
1960-08-30,284.65,289.45,9.10
1960-08-31,282.65,287.65,0.00
1960-09-01,281.75,290.65,2.00
1960-09-02,283.75,290.65,0.00
1960-09-03,282.45,295.15,0.00
1960-09-04,282.75,288.85,23.40
1960-09-05,280.45,286.15,46.50
1960-09-06,277.55,284.35,3.10
1960-09-07,279.65,288.85,8.20
1960-09-08,281.75,284.35,1.20
1960-09-09,276.45,288.95,0.00
1960-09-10,276.25,291.55,0.00
1960-09-11,278.05,292.45,0.00
1960-09-12,278.65,293.35,0.00
1960-09-13,280.65,294.25,0.00
1960-09-14,284.25,292.45,30.80
1960-09-15,281.75,293.35,0.00
1960-09-16,288.55,293.35,8.00
1960-09-17,284.65,294.25,5.80
1960-09-18,283.75,294.25,0.00
1960-09-19,284.65,295.15,6.30
1960-09-20,280.65,287.05,14.50
1960-09-21,279.55,284.35,2.10
1960-09-22,280.65,284.35,0.00
1960-09-23,277.55,289.75,0.00
1960-09-24,280.65,289.75,0.30
1960-09-25,279.65,289.75,0.00
1960-09-26,277.55,289.75,0.00
1960-09-27,279.65,288.85,0.80
1960-09-28,280.65,286.15,0.00
1960-09-29,277.55,281.75,18.90
1960-09-30,273.95,284.35,2.90
1960-10-01,279.65,285.45,11.40
1960-10-02,276.45,287.95,0.00
1960-10-03,278.65,291.55,0.00
1960-10-04,281.75,296.15,0.00
1960-10-05,283.75,293.35,0.00
1960-10-06,285.65,292.45,3.20
1960-10-07,281.65,285.45,10.40
1960-10-08,279.65,286.15,0.00
1960-10-09,276.45,288.85,26.20
1960-10-10,275.45,285.25,0.00
1960-10-11,278.65,285.25,2.10
1960-10-12,274.35,280.65,1.20
1960-10-13,273.35,284.35,0.00
1960-10-14,270.25,282.55,0.00
1960-10-15,272.35,278.15,3.70
1960-10-16,272.35,278.05,0.60
1960-10-17,275.45,278.85,1.00
1960-10-18,274.35,282.55,0.00
1960-10-19,272.35,285.25,0.00
1960-10-20,275.25,287.95,1.00
1960-10-21,276.35,284.35,3.70
1960-10-22,273.35,287.05,0.00
1960-10-23,283.75,290.65,0.00
1960-10-24,281.35,291.55,0.00
1960-10-25,279.45,289.75,0.70
1960-10-26,279.65,289.75,0.20
1960-10-27,278.65,286.15,0.00
1960-10-28,276.45,289.75,0.00
1960-10-29,282.45,291.55,8.70
1960-10-30,278.05,284.35,1.00
1960-10-31,273.35,280.85,0.00
1960-11-01,274.35,282.65,0.50
1960-11-02,278.65,282.55,6.40
1960-11-03,277.55,282.55,0.00
1960-11-04,276.45,287.95,6.30
1960-11-05,273.35,287.95,35.40
1960-11-06,272.35,279.75,0.00
1960-11-07,272.35,278.85,0.10
1960-11-08,274.35,279.75,0.00
1960-11-09,271.25,279.75,0.00
1960-11-10,271.25,280.65,0.00
1960-11-11,271.25,282.55,0.10
1960-11-12,274.35,282.55,2.80
1960-11-13,274.35,279.95,1.60
1960-11-14,273.85,279.75,0.00
1960-11-15,272.35,280.65,0.00
1960-11-16,275.45,278.85,2.90
1960-11-17,271.85,278.85,0.00
1960-11-18,273.15,278.85,0.00
1960-11-19,272.35,276.35,7.00
1960-11-20,271.85,279.05,0.30
1960-11-21,270.05,277.95,0.00
1960-11-22,274.35,287.95,0.00
1960-11-23,276.45,281.65,2.50
1960-11-24,274.35,279.15,0.00
1960-11-25,272.35,278.85,0.00
1960-11-26,274.35,280.65,0.00
1960-11-27,272.35,278.85,0.00
1960-11-28,272.15,276.95,10.10
1960-11-29,272.25,276.05,0.00
1960-11-30,271.25,276.95,0.00
1960-12-01,270.95,274.95,0.00
1960-12-02,270.95,274.95,0.00
1960-12-03,269.15,273.85,0.00
1960-12-04,271.25,283.05,0.00
1960-12-05,276.55,283.05,0.00
1960-12-06,275.45,286.05,21.70
1960-12-07,272.25,277.35,24.20
1960-12-08,269.15,272.95,0.00
1960-12-09,269.15,273.05,0.00
1960-12-10,271.75,273.85,0.00
1960-12-11,271.15,272.85,0.00
1960-12-12,270.15,272.85,1.70
1960-12-13,269.05,271.85,0.50
1960-12-14,265.95,269.85,0.00
1960-12-15,263.95,270.85,0.00
1960-12-16,267.05,271.05,0.00
1960-12-17,268.05,272.25,0.00
1960-12-18,269.15,273.85,0.00
1960-12-19,270.15,273.85,0.00
1960-12-20,267.05,279.95,19.10
1960-12-21,271.85,274.95,16.30
1960-12-22,268.05,272.85,2.40
1960-12-23,267.05,270.85,0.00
1960-12-24,261.85,268.85,0.00
1960-12-25,259.75,264.75,0.00
1960-12-26,260.75,265.75,0.00
1960-12-27,262.85,269.35,0.00
1960-12-28,267.05,271.85,5.00
1960-12-29,269.15,271.95,1.10
1960-12-30,264.95,270.85,0.00
1960-12-31,262.85,269.85,0.00
1961-01-01,268.05,272.85,9.40
1961-01-02,268.75,272.05,0.00
1961-01-03,268.05,283.05,34.50
1961-01-04,268.05,274.95,3.50
1961-01-05,266.85,271.85,0.00
1961-01-06,263.95,276.95,0.00
1961-01-07,267.05,273.85,0.00
1961-01-08,265.95,271.85,0.00
1961-01-09,267.05,272.85,0.30
1961-01-10,265.75,274.95,0.00
1961-01-11,269.15,273.85,0.60
1961-01-12,270.15,273.85,0.00
1961-01-13,265.95,272.85,0.00
1961-01-14,259.75,267.25,0.00
1961-01-15,260.75,265.95,0.00
1961-01-16,261.85,269.85,0.00
1961-01-17,261.85,268.85,0.00
1961-01-18,258.75,266.75,0.00
1961-01-19,260.75,268.85,0.00
1961-01-20,260.75,269.85,0.00
1961-01-21,265.95,272.85,0.00
1961-01-22,264.95,273.85,0.00
1961-01-23,267.05,273.85,0.00
1961-01-24,267.05,274.95,0.00
1961-01-25,265.95,272.85,0.00
1961-01-26,267.05,272.85,0.00
1961-01-27,265.95,272.85,0.00
1961-01-28,261.85,273.85,0.00
1961-01-29,269.15,276.95,0.00
1961-01-30,268.05,277.15,0.00
1961-01-31,272.25,278.95,0.00
1961-02-01,271.25,274.95,6.20
1961-02-02,269.15,273.15,1.90
1961-02-03,271.25,274.95,4.20
1961-02-04,270.15,274.95,16.70
1961-02-05,270.15,273.85,0.50
1961-02-06,270.15,277.95,2.30
1961-02-07,270.15,274.95,10.90
1961-02-08,272.25,275.95,2.10
1961-02-09,272.25,276.95,10.60
1961-02-10,272.25,275.95,0.00
1961-02-11,269.95,277.95,2.30
1961-02-12,273.35,275.45,10.90
1961-02-13,271.95,275.95,3.30
1961-02-14,272.25,278.95,0.00
1961-02-15,270.15,281.05,0.00
1961-02-16,270.95,282.05,0.00
1961-02-17,269.15,281.05,0.00
1961-02-18,270.15,282.05,0.00
1961-02-19,270.15,281.05,0.00
1961-02-20,269.75,279.95,0.00
1961-02-21,268.05,282.05,0.00
1961-02-22,271.25,284.05,0.00
1961-02-23,272.05,283.05,0.00
1961-02-24,271.25,283.05,0.00
1961-02-25,271.25,284.05,0.00
1961-02-26,273.35,284.05,0.00
1961-02-27,273.35,281.05,0.00
1961-02-28,273.35,281.05,2.30
1961-03-01,272.85,275.95,7.50
1961-03-02,272.35,278.95,0.00
1961-03-03,272.85,276.95,0.50
1961-03-04,273.75,279.95,0.00
1961-03-05,270.85,282.85,0.00
1961-03-06,271.05,283.75,0.00
1961-03-07,271.95,285.65,0.00
1961-03-08,272.85,285.65,0.00
1961-03-09,272.85,287.55,0.00
1961-03-10,273.75,287.55,0.00
1961-03-11,275.55,287.55,0.00
1961-03-12,273.75,288.45,0.00
1961-03-13,276.55,283.75,0.40
1961-03-14,277.55,288.45,0.20
1961-03-15,277.55,288.45,0.00
1961-03-16,274.65,288.45,0.00
1961-03-17,274.25,290.35,0.00
1961-03-18,274.65,291.35,9.90
1961-03-19,272.85,284.05,1.20
1961-03-20,270.55,278.95,0.00
1961-03-21,271.05,278.95,3.60
1961-03-22,269.75,273.95,0.00
1961-03-23,269.15,281.85,0.00
1961-03-24,270.55,284.95,0.00
1961-03-25,271.75,287.55,0.00
1961-03-26,272.85,289.45,0.00
1961-03-27,274.65,285.65,0.40
1961-03-28,272.75,279.95,0.00
1961-03-29,271.05,285.65,0.00
1961-03-30,277.55,286.55,1.10
1961-03-31,278.55,285.65,0.70
1961-04-01,276.35,290.35,0.00
1961-04-02,279.55,287.55,1.50
1961-04-03,278.55,285.65,0.90
1961-04-04,275.15,291.35,0.00
1961-04-05,278.55,293.25,0.00
1961-04-06,280.65,295.15,0.00
1961-04-07,283.75,297.05,0.00
1961-04-08,283.75,294.15,0.80
1961-04-09,283.55,291.35,0.00
1961-04-10,278.55,294.15,1.40
1961-04-11,280.25,286.55,4.60
1961-04-12,281.45,289.45,0.00
1961-04-13,277.55,294.15,0.00
1961-04-14,282.75,293.25,0.00
1961-04-15,282.75,289.45,0.70
1961-04-16,280.65,289.45,1.80
1961-04-17,279.55,292.25,0.00
1961-04-18,280.55,283.75,11.50
1961-04-19,278.55,283.75,0.70
1961-04-20,275.55,291.35,0.00
1961-04-21,279.55,290.35,0.00
1961-04-22,280.65,291.35,0.00
1961-04-23,277.95,291.65,1.20
1961-04-24,278.05,284.75,6.20
1961-04-25,279.55,290.35,0.00
1961-04-26,279.55,289.45,10.90
1961-04-27,279.55,287.55,2.70
1961-04-28,275.55,291.35,0.70
1961-04-29,280.65,290.35,10.00
1961-04-30,279.35,281.85,7.20
1961-05-01,278.55,285.65,0.00
1961-05-02,275.55,288.45,0.00
1961-05-03,278.55,291.35,0.90
1961-05-04,280.65,292.25,0.00
1961-05-05,280.65,298.05,0.00
1961-05-06,283.35,294.15,14.00
1961-05-07,280.65,292.25,0.00
1961-05-08,280.65,290.35,0.00
1961-05-09,278.55,289.45,4.50
1961-05-10,276.55,282.85,4.00
1961-05-11,275.55,279.95,1.80
1961-05-12,275.55,282.05,17.90
1961-05-13,273.75,286.55,4.50
1961-05-14,279.55,289.45,6.20
1961-05-15,281.65,284.75,9.30
1961-05-16,279.55,283.75,0.50
1961-05-17,278.55,286.75,0.00
1961-05-18,275.55,291.35,0.00
1961-05-19,280.65,288.45,0.00
1961-05-20,278.55,289.45,5.40
1961-05-21,277.55,281.25,13.90
1961-05-22,276.55,282.85,0.20
1961-05-23,275.55,292.25,2.90
1961-05-24,281.65,290.35,0.00
1961-05-25,277.55,296.15,0.00
1961-05-26,283.75,296.15,0.40
1961-05-27,282.75,293.25,1.20
1961-05-28,279.55,286.55,14.00
1961-05-29,278.15,282.85,2.10
1961-05-30,277.55,290.35,0.00
1961-05-31,277.55,294.15,0.00
1961-06-01,284.65,294.85,1.00
1961-06-02,279.35,294.25,13.60
1961-06-03,281.55,284.95,7.50
1961-06-04,281.55,284.95,0.30
1961-06-05,281.55,290.35,0.00
1961-06-06,282.65,293.95,3.40
1961-06-07,284.65,290.35,3.90
1961-06-08,284.65,290.35,0.50
1961-06-09,281.55,293.95,8.40
1961-06-10,282.65,288.55,1.20
1961-06-11,282.65,293.05,9.40
1961-06-12,282.65,291.25,0.00
1961-06-13,283.65,289.45,6.70
1961-06-14,281.55,291.25,0.00
1961-06-15,280.35,294.85,0.00
1961-06-16,282.65,295.75,4.30
1961-06-17,285.65,294.85,0.00
1961-06-18,283.65,299.55,0.00
1961-06-19,286.75,300.45,0.00
1961-06-20,289.75,297.65,0.00
1961-06-21,286.75,296.65,2.80
1961-06-22,286.75,299.85,6.70
1961-06-23,286.75,297.65,0.00
1961-06-24,285.65,301.45,0.00
1961-06-25,288.75,302.45,1.00
1961-06-26,286.75,301.45,0.50
1961-06-27,281.55,295.75,18.20
1961-06-28,284.65,294.85,0.10
1961-06-29,284.65,296.65,0.00
1961-06-30,284.65,299.55,0.00
1961-07-01,284.65,302.45,0.00
1961-07-02,287.75,302.45,0.00
1961-07-03,288.75,302.45,4.50
1961-07-04,286.75,299.55,20.20
1961-07-05,282.65,289.45,0.60
1961-07-06,281.55,291.25,0.00
1961-07-07,281.55,293.05,0.00
1961-07-08,283.65,292.15,1.60
1961-07-09,284.15,287.65,4.50
1961-07-10,283.65,293.05,0.00
1961-07-11,283.65,294.85,0.70
1961-07-12,286.75,299.75,8.00
1961-07-13,279.35,296.65,26.90
1961-07-14,280.35,293.95,0.30
1961-07-15,283.65,292.15,18.40
1961-07-16,282.45,287.65,3.70
1961-07-17,281.55,289.45,3.00
1961-07-18,282.65,289.45,0.50
1961-07-19,280.35,292.15,8.80
1961-07-20,283.65,293.05,1.20
1961-07-21,282.65,293.95,0.00
1961-07-22,283.65,294.15,2.50
1961-07-23,283.25,290.35,1.20
1961-07-24,280.35,295.75,0.00
1961-07-25,285.65,294.85,0.00
1961-07-26,282.65,299.55,0.00
1961-07-27,285.45,300.45,0.70
1961-07-28,287.65,295.75,17.00
1961-07-29,283.65,287.65,2.00
1961-07-30,282.65,287.65,1.30
1961-07-31,278.35,293.95,0.00
1961-08-01,281.55,297.65,0.00
1961-08-02,286.75,293.95,11.30
1961-08-03,284.65,288.55,1.30
1961-08-04,280.35,295.75,0.00
1961-08-05,283.65,299.55,0.00
1961-08-06,286.75,301.45,0.00
1961-08-07,288.75,298.55,0.00
1961-08-08,285.65,299.55,0.00
1961-08-09,288.75,299.55,4.40
1961-08-10,285.65,303.45,0.30
1961-08-11,289.75,296.85,5.20
1961-08-12,279.35,291.25,56.30
1961-08-13,278.35,289.45,0.20
1961-08-14,279.35,292.15,0.00
1961-08-15,283.65,289.45,10.00
1961-08-16,281.55,287.65,0.30
1961-08-17,279.85,284.05,15.70
1961-08-18,279.35,289.45,0.00
1961-08-19,278.05,293.95,10.90
1961-08-20,282.65,289.45,0.20
1961-08-21,279.35,293.05,0.00
1961-08-22,282.65,294.85,4.70
1961-08-23,283.45,288.55,0.00
1961-08-24,280.35,292.35,0.00
1961-08-25,283.65,294.85,0.00
1961-08-26,282.45,296.65,0.00
1961-08-27,283.45,298.55,0.00
1961-08-28,285.65,298.55,0.00
1961-08-29,285.45,299.55,0.00
1961-08-30,284.65,299.55,0.00
1961-08-31,284.65,298.75,0.00
1961-09-01,285.45,299.05,0.00
1961-09-02,285.65,299.05,0.00
1961-09-03,287.55,296.15,0.00
1961-09-04,283.75,297.05,0.00
1961-09-05,284.65,292.45,0.00
1961-09-06,286.05,291.55,0.80
1961-09-07,283.75,290.65,4.50
1961-09-08,282.75,291.55,0.00
1961-09-09,282.35,286.15,1.80
1961-09-10,278.65,291.55,0.00
1961-09-11,279.45,293.35,0.00
1961-09-12,282.75,291.55,0.00
1961-09-13,282.35,294.25,0.00
1961-09-14,284.25,293.85,9.70
1961-09-15,286.55,293.35,0.80
1961-09-16,283.45,297.05,0.00
1961-09-17,285.65,299.05,0.00
1961-09-18,284.65,299.05,0.00
1961-09-19,283.75,298.05,0.00
1961-09-20,283.55,297.05,0.00
1961-09-21,286.25,298.05,0.00
1961-09-22,285.65,297.05,0.00
1961-09-23,283.75,295.15,0.00
1961-09-24,282.75,295.15,0.00
1961-09-25,282.75,295.15,0.00
1961-09-26,282.75,293.35,0.00
1961-09-27,282.75,293.35,0.00
1961-09-28,284.65,295.15,0.00
1961-09-29,283.75,296.15,0.00
1961-09-30,284.65,299.45,0.00
1961-10-01,284.65,292.45,0.00
1961-10-02,286.55,293.35,0.00
1961-10-03,283.75,294.25,0.00
1961-10-04,282.75,294.25,0.00
1961-10-05,283.75,294.25,0.00
1961-10-06,282.55,295.15,2.70
1961-10-07,284.25,292.45,11.70
1961-10-08,279.65,285.25,1.30
1961-10-09,278.35,289.75,0.00
1961-10-10,276.45,289.75,0.00
1961-10-11,277.55,291.55,0.00
1961-10-12,278.65,290.65,0.00
1961-10-13,278.65,289.75,0.00
1961-10-14,281.55,289.75,0.00
1961-10-15,275.45,288.85,0.00
1961-10-16,275.45,288.85,0.00
1961-10-17,279.25,285.25,5.00
1961-10-18,272.35,282.55,59.10
1961-10-19,272.35,276.95,1.30
1961-10-20,270.25,276.95,0.00
1961-10-21,271.25,280.65,0.00
1961-10-22,270.25,281.65,0.00
1961-10-23,272.15,282.55,0.00
1961-10-24,275.45,284.65,0.00
1961-10-25,276.45,286.15,0.00
1961-10-26,277.55,287.95,0.00
1961-10-27,281.75,292.45,0.00
1961-10-28,280.65,284.45,2.30
1961-10-29,277.55,283.45,0.00
1961-10-30,275.45,279.75,0.20
1961-10-31,273.35,283.45,0.00
1961-11-01,272.15,283.45,0.00
1961-11-02,272.15,284.35,0.00
1961-11-03,272.15,281.65,6.40
1961-11-04,272.35,277.95,2.20
1961-11-05,270.95,274.15,5.10
1961-11-06,270.05,275.05,3.20
1961-11-07,269.15,276.05,0.00
1961-11-08,270.05,277.15,0.00
1961-11-09,273.15,286.15,13.70
1961-11-10,273.35,285.45,7.20
1961-11-11,272.35,278.85,0.00
1961-11-12,273.95,287.95,18.10
1961-11-13,277.15,284.45,0.00
1961-11-14,274.35,282.55,0.00
1961-11-15,271.15,276.95,0.00
1961-11-16,269.15,277.95,0.00
1961-11-17,268.95,276.35,0.00
1961-11-18,268.15,276.05,0.00
1961-11-19,269.15,275.05,0.00
1961-11-20,268.15,275.05,0.00
1961-11-21,267.05,276.05,0.00
1961-11-22,269.05,277.95,0.00
1961-11-23,269.15,278.85,0.00
1961-11-24,274.35,279.75,0.00
1961-11-25,273.35,278.85,0.00
1961-11-26,272.35,286.15,0.00
1961-11-27,278.65,287.95,0.00
1961-11-28,276.45,279.75,0.00
1961-11-29,274.35,278.85,3.10
1961-11-30,274.05,277.95,0.20
1961-12-01,274.05,281.05,0.00
1961-12-02,272.25,280.25,0.00
1961-12-03,274.45,276.95,0.00
1961-12-04,274.45,282.05,0.00
1961-12-05,275.45,287.45,3.70
1961-12-06,269.15,277.95,14.10
1961-12-07,268.05,270.85,0.00
1961-12-08,261.85,269.15,0.00
1961-12-09,261.85,270.85,0.00
1961-12-10,270.15,273.85,1.70
1961-12-11,272.25,278.95,31.70
1961-12-12,276.55,283.05,8.00
1961-12-13,277.55,281.05,1.40
1961-12-14,275.45,278.95,15.40
1961-12-15,267.05,276.15,0.00
1961-12-16,265.95,268.15,1.70
1961-12-17,257.65,266.75,0.00
1961-12-18,256.65,261.65,0.00
1961-12-19,257.65,264.75,0.00
1961-12-20,260.75,266.75,0.00
1961-12-21,264.55,270.85,0.00
1961-12-22,265.95,270.15,0.00
1961-12-23,265.95,270.85,0.00
1961-12-24,264.75,268.85,0.00
1961-12-25,260.75,265.75,0.00
1961-12-26,262.85,269.85,0.00
1961-12-27,267.05,272.85,0.00
1961-12-28,267.05,270.85,0.00
1961-12-29,266.75,270.85,0.00
1961-12-30,268.95,283.05,0.00
1961-12-31,275.45,283.05,2.80
1962-01-01,273.25,276.95,0.30
1962-01-02,271.15,273.85,10.70
1962-01-03,267.05,271.85,0.00
1962-01-04,267.05,272.85,0.00
1962-01-05,268.05,271.25,0.00
1962-01-06,263.95,271.85,2.60
1962-01-07,267.75,273.85,0.00
1962-01-08,264.95,268.85,0.00
1962-01-09,264.95,269.85,0.00
1962-01-10,264.95,278.95,0.00
1962-01-11,271.25,283.05,20.40
1962-01-12,272.25,276.95,0.70
1962-01-13,272.25,277.95,4.90
1962-01-14,268.05,273.25,0.00
1962-01-15,264.95,271.85,0.00
1962-01-16,263.95,270.85,0.00
1962-01-17,265.95,272.85,0.00
1962-01-18,267.05,274.95,0.00
1962-01-19,269.15,276.95,0.00
1962-01-20,271.25,278.95,0.00
1962-01-21,269.15,277.05,0.00
1962-01-22,268.05,275.95,0.00
1962-01-23,270.15,274.95,0.00
1962-01-24,268.05,273.85,1.10
1962-01-25,269.15,274.95,8.90
1962-01-26,272.25,276.95,32.70
1962-01-27,272.25,274.95,9.30
1962-01-28,270.85,273.05,2.00
1962-01-29,263.35,272.65,1.80
1962-01-30,262.45,266.75,1.10
1962-01-31,258.75,265.95,0.00
1962-02-01,255.65,265.85,1.80
1962-02-02,261.85,268.85,1.60
1962-02-03,264.95,271.85,0.00
1962-02-04,261.85,269.85,1.70
1962-02-05,267.65,274.95,5.60
1962-02-06,271.25,276.95,0.00
1962-02-07,270.15,278.95,0.00
1962-02-08,271.25,274.95,10.60
1962-02-09,272.25,275.95,0.40
1962-02-10,269.15,276.95,0.00
1962-02-11,267.05,274.95,0.00
1962-02-12,268.05,279.95,0.00
1962-02-13,270.15,278.95,14.10
1962-02-14,268.05,271.85,12.10
1962-02-15,264.65,268.85,0.70
1962-02-16,263.95,274.95,7.30
1962-02-17,270.15,274.95,24.70
1962-02-18,269.75,271.85,4.10
1962-02-19,269.15,276.95,0.00
1962-02-20,265.95,275.95,0.00
1962-02-21,267.05,275.95,0.00
1962-02-22,268.85,272.95,0.00
1962-02-23,263.95,271.85,0.00
1962-02-24,261.85,271.85,0.00
1962-02-25,262.85,272.85,0.00
1962-02-26,262.85,279.95,0.00
1962-02-27,267.05,276.95,0.00
1962-02-28,267.05,281.05,0.20
1962-03-01,271.75,275.95,2.30
1962-03-02,270.75,276.95,0.00
1962-03-03,268.75,280.85,0.00
1962-03-04,276.55,286.55,0.00
1962-03-05,273.75,283.05,5.60
1962-03-06,270.05,276.95,3.00
1962-03-07,268.15,273.95,0.00
1962-03-08,263.65,275.95,0.00
1962-03-09,270.05,283.75,0.00
1962-03-10,273.75,285.65,0.00
